area,latitude,longitude
D010535358117,53.60860573349111,10.882461579927185
D010535358123,53.62779208978804,10.81492665698025
D010535358136,53.69290890747141,10.834576601499789
D010535373007,53.57595143319782,10.484076324558245
D010535373017,53.49337857200561,10.426841484511659
D010535373021,53.58504119668207,10.445279822738712
D010535373027,53.547434124750076,10.527379387910209
D010535373031,53.572518167314456,10.528175496630004
D010535373036,53.51080029475434,10.513077154246954
D010535373042,53.5247862788422,10.564591746651022
D010535373045,53.52885692701209,10.487354988524299
D010535373047,53.45725912826256,10.494588286617715
D010535373049,53.59699857569856,10.43993103754688
D010535373052,53.53943252751995,10.467382617702137
D010535373059,53.54930605103745,10.570407924802915
D010535373060,53.562167472264896,10.415153987811653
D010535373070,53.609104413074924,10.515604407281508
D010535373071,53.46866354010449,10.46226225918412
D010535373076,53.58008918517511,10.407565722765076
D010535373089,53.56055292755202,10.462940018643902
D010535373091,53.59487045885296,10.491726999298587
D010535373106,53.522422665543886,10.536007398794705
D010535391025,53.69760108102331,10.572636478496307
D010535391038,53.77255592856281,10.546809238887082
D010535391039,53.749573174943386,10.46047949363194
D010535391044,53.79493484364271,10.57691253074534
D010535391068,53.71925177767526,10.555305361681425
D010535391069,53.63532353896639,10.527108180539805
D010535391077,53.68313407967067,10.612857723564119
D010535391079,53.710521612293725,10.52264904887995
D010535391081,53.66439589449508,10.66872249312761
D010535391085,53.64573965546047,10.472395877579034
D010535391086,53.689998975590356,10.525609902606853
D010535391096,53.66023453334911,10.58617893892374
D010535391097,53.64735087630622,10.623846003265227
D010535391099,53.63788290388782,10.573399229978957
D010535391101,53.66747971065322,10.556721449139005
D010535391108,53.691054657189554,10.494623543722698
D010535391109,53.70496553339769,10.45951718614213
D010535391112,53.67673558180251,10.432612146794776
D010535391114,53.758701768855666,10.475799469786912
D010535391118,53.74897180072245,10.525158683348925
D010535391121,53.66384812204666,10.504715884710018
D010535391122,53.72821601715113,10.488644109038686
D010535391124,53.73396255963557,10.432034316242781
D010535391127,53.62925434340406,10.572307632313608
D010535391130,53.6744270059946,10.470695566224558
D010539105105,53.530977254109324,10.373315748975545
D010540033033,54.37700051539483,9.092510905092492
D010540056056,54.47337308594413,9.021732923406345
D010540108108,54.601270564205535,8.901076727455065
D010540138138,54.30325897071158,8.885838697245704
D010540168168,54.87815324715199,8.359757464358022
D010545417035,54.32618966478678,8.776560658976182
D010545417036,54.33160504720279,8.780992508722717
D010545417040,54.297832554544414,8.752608520738956
D010545417063,54.3343118834056,8.833191185925806
D010545417072,54.33421647364896,8.89661809133403
D010545417090,54.40443138267932,8.896632974178175
D010545417095,54.36463529485923,8.938914192217569
D010545417100,54.39252906882061,8.757754052312421
D010545417104,54.36317873145517,8.748681072719874
D010545417113,54.309604823267826,8.64863596178221
D010545417134,54.32221075063649,8.708282388318754
D010545417135,54.37621671413935,8.83661600243632
D010545417140,54.34858346573647,8.683997336953983
D010545417145,54.290179251110835,8.794075291501311
D010545417148,54.306692217602354,8.805748569900379
D010545417150,54.38435221361792,8.685024735038944
D010545439046,54.76805304708802,8.288954921636876
D010545439061,54.963865098660214,8.347152581470821
D010545439078,55.02336145428837,8.40090808723927
D010545439149,54.93557954601403,8.336652956363084
D010545453003,54.5309675363449,9.215252918522406
D010545453004,54.53275496012134,9.272615919916793
D010545453011,54.563109843620616,9.229131195129899
D010545453013,54.55610014724507,9.281044520180496
D010545453041,54.598453611995865,9.181855131510265
D010545453057,54.53780954773586,9.16756741711942
D010545453079,54.63122008217354,9.18245534082728
D010545453092,54.594804383266776,9.126026851249776
D010545453101,54.512253147143134,9.249710203568783
D010545453118,54.498489588872516,9.131898822173312
D010545453123,54.599374489180356,9.233750081747612
D010545453144,54.56605805681375,9.155192342447641
D010545453152,54.498995634618325,9.219839289340255
D010545459039,54.635210137565984,8.72632349770965
D010545459050,54.56799555539223,8.54552146258663
D010545459074,54.640187453518784,8.602172005924348
D010545459103,54.52018430499133,8.649605992747585
D010545488005,54.71548331882854,8.499474099304718
D010545488015,54.70766276098765,8.45991352294524
D010545488025,54.73497146238948,8.421475004594221
D010545488083,54.73413280857724,8.522142330671489
D010545488085,54.650353641114435,8.338078588530145
D010545488087,54.69068286262397,8.489834362695033
D010545488089,54.68162477352513,8.32558007226588
D010545488094,54.73278136314933,8.552973567134394
D010545488098,54.734753918885616,8.462447667323048
D010545488129,54.72123371029473,8.439516426330725
D010545488143,54.71203383304252,8.410913236558846
D010545488158,54.698364823035746,8.43794325942393
D010545488160,54.62181621077398,8.368652937764391
D010545488163,54.70988973659404,8.550489652859131
D010545488164,54.69874910366678,8.56386002393795
D010545489001,54.79450794997315,9.05117555219451
D010545489009,54.890524754409654,8.802456811755592
D010545489016,54.820507702815696,8.844342270962397
D010545489017,54.838517069743126,8.901921192744597
D010545489018,54.84908017580945,9.088646033866162
D010545489022,54.71325272165993,8.77818904156768
D010545489027,54.894156952815486,8.937718188135008
D010545489034,54.8559710852677,8.625056507405159
D010545489048,54.83231438878278,8.834073366700192
D010545489055,54.86603372250045,8.85195899350493
D010545489062,54.81977033248197,8.986878881141713
D010545489065,54.86694773363114,8.658295564199786
D010545489068,54.800758956561275,8.894294828841662
D010545489073,54.84194139840828,9.040952040637706
D010545489076,54.766720106744096,8.965199775934497
D010545489077,54.83404318308634,8.945718524901244
D010545489086,54.86182712444794,8.752324093249017
D010545489088,54.803303418321434,8.803804534519545
D010545489109,54.75467532971071,8.854952627435631
D010545489110,54.89225925169062,8.674545869436383
D010545489124,54.76924410617839,9.064649511926053
D010545489125,54.74092837428887,9.044193493077076
D010545489126,54.73496565454583,8.894497577245343
D010545489131,54.87434394383207,8.911764512311267
D010545489136,54.80934198630769,8.937651086290524
D010545489142,54.843266261973966,8.831068768358145
D010545489154,54.866931682445966,8.99187248554705
D010545489165,54.76937754599234,8.748758169250934
D010545489166,54.822211053462446,8.695647463951742
D010545489167,54.72070599154937,9.00383777144168
D010545492007,54.544006765187135,9.074948720004794
D010545492023,54.35124654441792,9.14420881194565
D010545492026,54.51063299290629,8.880716707497037
D010545492032,54.39234258167809,9.24578381957594
D010545492042,54.522198057724374,9.028682125253473
D010545492043,54.5467966574006,8.97228300660072
D010545492052,54.517643935041846,9.072622060213625
D010545492054,54.39017135170366,9.220825034223628
D010545492070,54.3926892616734,9.074162100208705
D010545492084,54.46923919281278,9.112369609093829
D010545492091,54.49863581474372,8.88121880489393
D010545492096,54.44225571921065,9.169626319410472
D010545492097,54.53419947167766,9.112856507731786
D010545492099,54.45276766087118,9.264390358383904
D010545492105,54.40359443555362,9.168348900053006
D010545492106,54.45557793653398,9.1430647932204
D010545492116,54.40394765404947,9.198470738366115
D010545492119,54.37457803132574,9.167882101351786
D010545492120,54.44707307215421,8.984681017788127
D010545492130,54.37918790809712,9.245992299231924
D010545492132,54.439248513718404,9.074644729717416
D010545492141,54.41443808595859,8.937139810536399
D010545492156,54.43062256007041,9.230940157893675
D010545492157,54.41459354235843,9.157184437302751
D010545492159,54.477570786554224,9.234864994896427
D010545492161,54.40760217444802,9.00646642858677
D010545492162,54.52344034616922,9.003960865064212
D010545494002,54.56175104335217,9.077500271892795
D010545494006,54.57939190310329,9.012979071947235
D010545494010,54.706346932503656,8.964859278824777
D010545494012,54.58166009005073,9.06175268752961
D010545494014,54.649284145312286,8.949756096060716
D010545494019,54.62375369525868,8.968008370218426
D010545494020,54.60716353583994,8.992216210102173
D010545494024,54.60859928722511,9.068615622238783
D010545494037,54.68158665582759,9.149264858715672
D010545494038,54.678728171022684,9.097004877514584
D010545494045,54.64939769936914,9.064941424693238
D010545494059,54.64868602471452,9.135456377039949
D010545494071,54.62589490582378,9.123384438356599
D010545494075,54.68535727533038,8.914456823495927
D010545494080,54.681894944760195,9.045678189440345
D010545494093,54.67223620837985,8.814995946613632
D010545494121,54.633691245480776,9.005685429260739
D010545494128,54.57919632420987,8.98462014682099
D010545494146,54.627976423635964,9.043042250466367
D010550001001,54.002010113976276,10.567453793975222
D010550004004,53.926207304559036,10.685470807275854
D010550007007,54.09413227261063,10.509143822744129
D010550010010,54.220344937256094,11.073468000356183
D010550012012,54.14772839602419,10.617661085837685
D010550016016,54.177850827296425,10.969275723156905
D010550018018,54.24271141230548,11.042611397289068
D010550021021,54.36675486440205,10.97006576250104
D010550025025,54.19678379664048,11.051492670272115
D010550028028,54.18778331269041,10.573530610746491
D010550032032,54.10384010681935,10.834933681172256
D010550033033,54.29847535257877,10.870017965276675
D010550035035,53.96274492239737,10.748217231962581
D010550040040,53.930024715514286,10.61782794888665
D010550041041,54.09237753592066,10.668713824067972
D010550042042,53.98219722209141,10.780357505881467
D010550044044,54.025496471026585,10.688026078679737
D010550046046,54.46518541699166,11.148454247094515
D010555543014,54.27716719672774,10.964999391763014
D010555543015,54.336050997027556,10.924778904945931
D010555543017,54.35223666562627,11.074201673018681
D010555543022,54.28570950720318,11.025830722243898
D010555543031,54.34894245324738,11.067133612623149
D010555543043,54.27038314027106,10.772499246629575
D010555546006,54.1917696338313,10.879535012500886
D010555546011,54.250502495257955,10.904050578250555
D010555546020,54.22995801620249,10.822359493512232
D010555546023,54.22279843878239,10.926513372475778
D010555546027,54.22143024300267,10.865045543153968
D010555546029,54.189847460529144,10.917586634974755
D010555546036,54.235209076185505,10.970561644792147
D010555591002,54.140179660295786,10.782788397987856
D010555591024,54.16546465026402,10.70629480945028
D010555591037,54.140836964467844,10.876478550567542
D010555591038,54.19801497186437,10.766628980039027
D010555591039,54.082736659917806,10.757570765789124
D010560002002,53.79846362850744,9.773478713113773
D010560015015,53.75161052444911,9.664987580551939
D010560018018,53.62498290618455,9.8382152897785
D010560025025,54.18362884970707,7.895407953485261
D010560039039,53.647704102363846,9.792321333445814
D010560041041,53.73355024631779,9.903524468438741
D010560043043,53.64755612593075,9.852607176278367
D010560044044,53.60162260374141,9.82625642741434
D010560048048,53.70093798409976,9.734152313454148
D010560049049,53.68731570463649,9.668426767348485
D010560050050,53.588639825984615,9.702312514584936
D010565616029,53.722760939238135,9.675742226401024
D010565616030,53.80198984549424,9.682524608859584
D010565616031,53.7575434259588,9.70938013189241
D010565616033,53.7201963942303,9.609223800869556
D010565616042,53.74790531127424,9.600473896687147
D010565616045,53.695884733859494,9.543053290867912
D010565616046,53.73687249968017,9.736370450093029
D010565628019,53.65766316959759,9.568338426282503
D010565628020,53.63623594349106,9.609624769564915
D010565628027,53.61027682004933,9.606698542178641
D010565636006,53.869376802742146,9.745953087197686
D010565636010,53.843427505492166,9.711631706438572
D010565636038,53.876269744221645,9.699283616207563
D010565636051,53.86871711299551,9.671786845444716
D010565642001,53.65231670251008,9.737278334140331
D010565642016,53.700643471464595,9.63056234733821
D010565642023,53.70621130896909,9.676237105127345
D010565642024,53.64729625341272,9.672126880046083
D010565642028,53.62440675034251,9.694555335839855
D010565642036,53.66769270882418,9.656403825419515
D010565642037,53.68444675016754,9.602529249773776
D010565660003,53.75317475220027,9.768446974536836
D010565660004,53.766863785812596,9.880998351557981
D010565660008,53.781287812405395,9.716842405445094
D010565660011,53.76762789458184,9.746151442981306
D010565660014,53.72863924609272,9.782166604398478
D010565660017,53.81443288805058,9.726453122818988
D010565660022,53.78836433966245,9.81317863197448
D010565660026,53.75901971157593,9.830938822799892
D010565660034,53.80050349790395,9.857811185261998
D010565660035,53.83264134704326,9.789361257598818
D010565687005,53.67184518239725,9.911047241060473
D010565687009,53.70270975091457,9.822591871763768
D010565687013,53.657943645533386,9.881233027759837
D010565687021,53.69825439389419,9.921094401618063
D010565687032,53.70084047630331,9.789926580020126
D010565687040,53.68050295890162,9.761889265083957
D010565687047,53.68544590066364,9.856378130403302
D010570008008,54.07522743180743,10.065841406799004
D010570057057,54.1448699158288,10.423647299825356
D010570062062,54.23051656250976,10.277419648541349
D010570091091,54.285416922046764,10.236290731923889
D010575727004,54.33499937979212,10.608574844387451
D010575727007,54.28012046289387,10.671993330847013
D010575727013,54.240097532713904,10.568088488167485
D010575727021,54.30368174325242,10.505110163427043
D010575727026,54.266791881293145,10.586678460773443
D010575727027,54.24114546586182,10.626832766712688
D010575727029,54.37130785200482,10.506124160558125
D010575727030,54.30903735111219,10.63648587052954
D010575727034,54.21427865957001,10.680796288429924
D010575727035,54.28482254273755,10.547423991098922
D010575727038,54.242983541710814,10.667464347661246
D010575727048,54.29813401362945,10.582521005853756
D010575727055,54.34204897662409,10.558943685541642
D010575727076,54.37542441126359,10.460601502755635
D010575727082,54.341026262889876,10.515478875832256
D010575739001,54.14870335947321,10.329112170700887
D010575739009,54.13322065026328,10.484786613061534
D010575739015,54.11531000987714,10.320716596408252
D010575739017,54.16347638503008,10.35597822333675
D010575739022,54.21028371713466,10.489562030392852
D010575739032,54.13151583872257,10.28223635835826
D010575739045,54.20851248391817,10.431508686255945
D010575739053,54.10357941778511,10.38167418934772
D010575739065,54.236746609848794,10.516265700863453
D010575739067,54.18323561212927,10.410656920052647
D010575739089,54.1783518753074,10.362395624796656
D010575747002,54.20390819078251,10.17180205089828
D010575747010,54.244379388980086,10.126910826506906
D010575747011,54.17346344364715,10.138870780616786
D010575747023,54.22340250820421,10.168483784046279
D010575747031,54.23826779505146,10.178077691766594
D010575747033,54.20955105951159,10.146308426955517
D010575747037,54.2246839951802,10.139180964737665
D010575747042,54.19017772589731,10.26346449763946
D010575747046,54.232916632515156,10.358541533038878
D010575747047,54.182482922681224,10.223825412259174
D010575747054,54.17174849980353,10.18308631333453
D010575747058,54.248484413218,10.22805497602368
D010575747059,54.203408133524995,10.202373217333808
D010575747066,54.28074318295405,10.313617493131444
D010575747070,54.221884083798514,10.323774124219609
D010575747084,54.19152541247495,10.313975348194388
D010575747086,54.18988051068791,10.158057523398025
D010575755003,54.404124527334766,10.315074838574686
D010575755006,54.36255994931259,10.419764239003438
D010575755012,54.39065009951036,10.250295285868393
D010575755018,54.35556447669065,10.338813989372948
D010575755020,54.37574172300625,10.348947233490115
D010575755028,54.36635996231476,10.373771200017922
D010575755039,54.34170536420535,10.451747656326894
D010575755040,54.394346876797414,10.342662523736314
D010575755041,54.37579485006854,10.398377075288053
D010575755043,54.4016439235509,10.231868483502508
D010575755049,54.39219007252735,10.279647310919723
D010575755056,54.363845068225565,10.319267586099485
D010575755060,54.378959254007405,10.296725769861172
D010575755063,54.36011546296777,10.272838310561367
D010575755073,54.40694486886353,10.384384801058879
D010575755078,54.39296691455043,10.423561133357602
D010575755079,54.41044512867138,10.263675415707583
D010575755081,54.34204670327604,10.350034928382847
D010575755087,54.4144909572639,10.291417757001524
D010575755088,54.4195354940197,10.343760573322474
D010575775016,54.313394046391835,10.292216068353964
D010575775044,54.2835165171163,10.457259469294545
D010575775050,54.27604802948873,10.390196241071962
D010575775052,54.2412969725921,10.439193542642068
D010575775072,54.31856465337362,10.330326798165476
D010575775077,54.288130456037564,10.419194278678171
D010575775090,54.325318971018596,10.386979587657859
D010575782025,54.36757929167464,10.218822177799332
D010575782051,54.34811570666211,10.195057975912158
D010575782074,54.32588971648989,10.237374719025864
D010575785005,54.10981952240911,10.256457973534285
D010575785024,54.11895784628238,10.062671271145472
D010575785068,54.07554588979945,10.14622484756518
D010575785069,54.09144830204275,10.207443088224856
D010575785071,54.114129189291795,10.130180081294785
D010575785080,54.147010276299895,10.227936209983007
D010575785083,54.0992672521507,10.047857235013584
D010575785085,54.12726972376969,10.183899158102571
D010580005005,54.394793203579844,10.104897891049296
D010580034034,54.31876460151612,9.683172047445357
D010580043043,54.47359408847286,9.855181759315249
D010580077077,54.09046284017289,9.658768715325651
D010580092092,54.336604788661816,10.082293829763328
D010580135135,54.30231507801746,9.654107687951363
D010580169169,54.083277210953796,9.895917281427247
D010585803001,54.30120530080599,9.980403703240063
D010585803028,54.31269764901737,9.854125165038564
D010585803050,54.307636632757955,9.926612286432277
D010585803093,54.3362236134999,9.911424360023284
D010585803104,54.31525156109631,10.030744287113311
D010585803126,54.34192461827253,10.048778351813544
D010585803130,54.33610386861021,9.999867114872567
D010585803171,54.27427838169973,9.906482297769365
D010585808007,54.026588162012416,9.866844403105205
D010585808009,54.07842967499029,9.790686765380062
D010585808044,54.0501481866851,9.865819761641953
D010585808128,54.03504764668633,9.920623116648633
D010585822037,54.43169387648661,10.11460522408837
D010585822116,54.458110525798965,9.987583939858604
D010585822150,54.46325558644195,10.085680700992436
D010585822157,54.451603894224824,10.156963331243949
D010585824051,54.40083666341949,10.057169323428484
D010585824058,54.4106060492479,9.975452308303787
D010585824096,54.3811705349103,9.916976184644366
D010585824110,54.428389171226705,9.931781568055326
D010585824112,54.365064882905926,10.016130734025936
D010585824121,54.4326914693151,10.013936401437283
D010585824142,54.35569690942947,9.949851017518377
D010585824165,54.385897341633914,9.997175366562088
D010585830019,54.22115530845819,10.07240819619361
D010585830053,54.24532104754628,10.075185428913864
D010585830145,54.22433845005744,10.113265161822298
D010585830160,54.21158487552697,10.048860573434917
D010585833003,54.35558529227482,9.62927783772874
D010585833054,54.307230042804946,9.584937978892304
D010585833118,54.26520629113376,9.596891950119614
D010585833136,54.33682855905246,9.657965472345817
D010585839013,54.12472477965539,9.347294533870974
D010585839014,54.08596504404605,9.376204516658431
D010585839025,54.09495152278984,9.328243150253506
D010585839061,54.10962596069128,9.46602804034906
D010585839072,54.13207688582009,9.42422190151999
D010585839100,54.14941993675971,9.487203109638429
D010585839119,54.173729359984826,9.444223288894241
D010585839151,54.10347518502208,9.497365959889919
D010585839156,54.14258213338276,9.390403267117199
D010585839158,54.17877392758993,9.480828692626405
D010585839161,54.09453568778883,9.424576146787187
D010585844015,54.118056088522884,9.532977037888191
D010585844062,54.06325499060132,9.668446494330352
D010585844074,54.12945963505218,9.759799517597287
D010585844085,54.06207546857333,9.630076594274172
D010585844103,54.056797078412764,9.712458047614062
D010585844106,54.11176354870568,9.747723615912733
D010585844113,54.14333163796865,9.61003864608966
D010585844115,54.130939903477625,9.697017201555756
D010585844125,54.108327320671066,9.583244716310423
D010585844131,54.102227785224045,9.722304552363735
D010585844134,54.124172826212515,9.649172509582346
D010585844159,54.10215238531658,9.694452516426056
D010585844164,54.13700689661379,9.5618358372701
D010585844167,54.08474723135803,9.606250512340438
D010585847010,54.260888524213875,9.455145364845208
D010585847029,54.20158654783232,9.533734298828602
D010585847036,54.324668774353974,9.419457556954113
D010585847047,54.261711320833086,9.523959338776768
D010585847055,54.27796470496723,9.41759250874845
D010585847056,54.30678808787025,9.437393067596865
D010585847070,54.22755507678114,9.497687540056761
D010585847078,54.30210248905918,9.494462317728924
D010585847089,54.33278225789898,9.451616610956757
D010585847097,54.3379570333635,9.528140467071664
D010585847129,54.21636139490633,9.45270933379897
D010585847154,54.276982237358965,9.450567564745645
D010585853031,54.168121401620176,9.627569688412192
D010585853048,54.17615290330177,9.5884017792092
D010585853068,54.17235441092258,9.545489093776306
